GO:0000001	mitochondrion inheritance	线粒体遗传
GO:1901268	cephalosporin C biosynthetic process	头孢菌素C生物合成过程
GO:1901269	lipooligosaccharide metabolic process	脂寡糖代谢过程
GO:1901270	lipooligosaccharide catabolic process	脂寡糖分解代谢过程
GO:1901271	lipooligosaccharide biosynthetic process	脂寡糖生物合成过程
GO:1901273	2-dehydro-3-deoxy-D-gluconic acid catabolic process	2-脱氢-3-脱氧-D-葡糖酸分解代谢过程
GO:1901274	2-dehydro-3-deoxy-D-gluconic acid biosynthetic process	2-脱氢-3-脱氧-D-葡糖酸生物合成过程
GO:1901275	tartrate metabolic process	酒石酸盐代谢过程
GO:1901276	tartrate catabolic process	酒石酸盐分解代谢过程
GO:1901277	tartrate biosynthetic process	酒石酸盐生物合成过程
GO:1901279	D-ribose 5-phosphate catabolic process	D-核糖5-磷酸分解代谢过程
GO:1901280	D-ribose 5-phosphate biosynthetic process	D-核糖5-磷酸生物合成过程
GO:1901281	fructoselysine catabolic process	果糖赖氨酸分解代谢过程
GO:1901282	fructoselysine biosynthetic process	果糖赖氨酸生物合成过程
GO:1901284	5,6,7,8-tetrahydromethanopterin catabolic process	5,6,7,8-四氢甲烷蝶呤分解代谢过程
GO:1901285	5,6,7,8-tetrahydromethanopterin biosynthetic process	5,6,7,8-四氢甲烷蝶呤生物合成过程
GO:1901286	iron-sulfur-molybdenum cofactor metabolic process	铁硫钼辅因子代谢过程
GO:1901287	iron-sulfur-molybdenum cofactor catabolic process	铁硫钼辅因子分解代谢过程
GO:1901288	iron-sulfur-molybdenum cofactor biosynthetic process	铁硫钼辅因子生物合成过程
GO:1901289	succinyl-CoA catabolic process	琥珀酰辅酶A分解代谢过程
GO:1901290	succinyl-CoA biosynthetic process	琥珀酰辅酶A生物合成过程
GO:1901291	negative regulation of double-strand break repair via single-strand annealing	通过单链退火进行双链断裂修复的负调控
GO:1901292	nucleoside phosphate catabolic process	核苷磷酸分解代谢过程
GO:1901293	nucleoside phosphate biosynthetic process	核苷磷酸生物合成过程
GO:1901298	regulation of hydrogen peroxide-mediated programmed cell death	过氧化氢介导程序性细胞死亡的调控
GO:1901299	negative regulation of hydrogen peroxide-mediated programmed cell death	过氧化氢介导程序性细胞死亡的负调控
GO:1901300	positive regulation of hydrogen peroxide-mediated programmed cell death	过氧化氢介导程序性细胞死亡的正调控
GO:1901301	regulation of cargo loading into COPII-coated vesicle	货物装载入COPII包被囊泡的调控
GO:1901303	negative regulation of cargo loading into COPII-coated vesicle	货物装载入COPII包被囊泡的负调控
GO:1901304	regulation of spermidine biosynthetic process	亚精胺生物合成过程的调控
GO:1901305	negative regulation of spermidine biosynthetic process	亚精胺生物合成过程的负调控
GO:1901307	positive regulation of spermidine biosynthetic process	亚精胺生物合成过程的正调控
GO:1901317	regulation of flagellated sperm motility	有鞭毛精子运动的调控
GO:1901318	negative regulation of flagellated sperm motility	有鞭毛精子运动的负调控
GO:1901319	positive regulation of trehalose catabolic process	海藻糖分解代谢过程的正调控
GO:1901320	negative regulation of heart induction	心脏诱导的负调控
GO:1901321	positive regulation of heart induction	心脏诱导的正调控
GO:1901322	response to chloramphenicol	对氯霉素的响应
GO:1901323	response to erythromycin	对红霉素的响应
GO:1901324	response to trichodermin	对木霉素的响应
GO:1901325	response to antimycin A	对抗霉素A的响应
GO:1901326	response to tetracycline	对四环素的响应
GO:1901327	response to tacrolimus	对他克莫司的响应
GO:1901328	response to cytochalasin B	对细胞松弛素B的响应
GO:1901329	regulation of odontoblast differentiation	成牙本质细胞分化的调控
GO:1901330	negative regulation of odontoblast differentiation	成牙本质细胞分化的负调控
GO:1901331	positive regulation of odontoblast differentiation	成牙本质细胞分化的正调控
GO:1901332	negative regulation of lateral root development	侧根发育的负调控
GO:1901333	positive regulation of lateral root development	侧根发育的正调控
GO:1901334	lactone metabolic process	内酯代谢过程
GO:1901335	lactone catabolic process	内酯分解代谢过程
GO:1901336	lactone biosynthetic process	内酯生物合成过程
GO:1901337	thioester transport	硫酯运输
GO:1901338	catecholamine binding	儿茶酚胺结合
GO:1901339	regulation of store-operated calcium channel activity	钙库操控型钙通道活性的调控
GO:1901340	negative regulation of store-operated calcium channel activity	钙库操控型钙通道活性的负调控
GO:1901341	positive regulation of store-operated calcium channel activity	钙库操控型钙通道活性的正调控
GO:1901342	regulation of vasculature development	脉管系统发育的调控
GO:1901343	negative regulation of vasculature development	脉管系统发育的负调控
GO:1901344	response to leptomycin B	对细霉素B的响应
GO:1901345	response to L-thialysine	对L-噻赖氨酸的响应
GO:1901346	negative regulation of vasculature development involved in avascular cornea development in camera-type eye	参与无血管角膜发育的脉管系统发育负调控
GO:1901347	negative regulation of secondary cell wall biogenesis	次生细胞壁生物发生的负调控
GO:1901348	positive regulation of secondary cell wall biogenesis	次生细胞壁生物发生的正调控
GO:1901349	glucosinolate transport	硫代葡萄糖苷运输
GO:1901351	regulation of phosphatidylglycerol biosynthetic process	磷脂酰甘油生物合成过程的调控
GO:1901352	negative regulation of phosphatidylglycerol biosynthetic process	磷脂酰甘油生物合成过程的负调控
GO:1901353	positive regulation of phosphatidylglycerol biosynthetic process	磷脂酰甘油生物合成过程的正调控
GO:1901354	response to L-canavanine	对L-刀豆氨酸的响应
GO:1901355	response to rapamycin	对雷帕霉素的响应
GO:1901357	beta-D-galactofuranose catabolic process	β-D-半乳呋喃糖分解代谢过程
GO:1901358	beta-D-galactofuranose biosynthetic process	β-D-半乳呋喃糖生物合成过程
GO:1901359	tungstate binding	钨酸盐结合
GO:1901363	heterocyclic compound binding	杂环化合物结合
GO:1901365	funalenone catabolic process	funalenone分解代谢过程
GO:1901366	funalenone biosynthetic process	funalenone生物合成过程
GO:1901367	response to L-cysteine	对L-半胱氨酸的响应
GO:1901369	cyclic 2,3-bisphospho-D-glycerate biosynthetic process	环2,3-双磷酸-D-甘油酸生物合成过程
GO:1901370	response to glutathione	对谷胱甘肽的响应
GO:1901371	regulation of leaf morphogenesis	叶片形态发生的调控
GO:1901373	lipid hydroperoxide transport	脂质氢过氧化物运输
GO:1901374	acetate ester transport	乙酸酯类运输
GO:1901375	acetate ester transmembrane transporter activity	乙酸酯类跨膜转运蛋白活性
GO:1901379	regulation of potassium ion transmembrane transport	钾离子跨膜运输的调控
GO:1901380	negative regulation of potassium ion transmembrane transport	钾离子跨膜运输的负调控
GO:1901381	positive regulation of potassium ion transmembrane transport	钾离子跨膜运输的正调控
GO:1901382	regulation of chorionic trophoblast cell proliferation	绒毛膜滋养层细胞增殖的调控
GO:1901383	negative regulation of chorionic trophoblast cell proliferation	绒毛膜滋养层细胞增殖的负调控
GO:1901384	positive regulation of chorionic trophoblast cell proliferation	绒毛膜滋养层细胞增殖的正调控
GO:1901385	regulation of voltage-gated calcium channel activity	电压门控钙通道活性的调控
GO:1901386	negative regulation of voltage-gated calcium channel activity	电压门控钙通道活性的负调控
GO:1901387	positive regulation of voltage-gated calcium channel activity	电压门控钙通道活性的正调控
GO:1901401	regulation of tetrapyrrole metabolic process	四吡咯代谢过程的调控
GO:1901404	regulation of tetrapyrrole catabolic process	四吡咯分解代谢过程的调控
GO:1901405	negative regulation of tetrapyrrole catabolic process	四吡咯分解代谢过程的负调控
GO:1901406	positive regulation of tetrapyrrole catabolic process	四吡咯分解代谢过程的正调控
GO:1901416	regulation of response to ethanol	对乙醇响应的调控
GO:1901417	negative regulation of response to ethanol	对乙醇响应的负调控
GO:1901418	positive regulation of response to ethanol	对乙醇响应的正调控
GO:1901419	regulation of response to alcohol	对醇类响应的调控
GO:1901420	negative regulation of response to alcohol	对醇类响应的负调控
GO:1901421	positive regulation of response to alcohol	对醇类响应的正调控
GO:1901422	response to butan-1-ol	对丁-1-醇的响应
GO:1901423	response to benzene	对苯的响应
GO:1901424	response to toluene	对甲苯的响应
GO:1901425	response to formic acid	对甲酸的响应
GO:1901426	response to furfural	对糠醛的响应
GO:1901427	response to propan-1-ol	对丙-1-醇的响应
GO:1901428	regulation of syringal lignin biosynthetic process	紫丁香基木质素生物合成过程的调控
GO:1901429	negative regulation of syringal lignin biosynthetic process	紫丁香基木质素生物合成过程的负调控
GO:1901430	positive regulation of syringal lignin biosynthetic process	紫丁香基木质素生物合成过程的正调控
GO:1901431	regulation of response to cycloalkane	对环烷烃响应的调控
GO:1901432	negative regulation of response to cycloalkane	对环烷烃响应的负调控
GO:1901433	positive regulation of response to cycloalkane	对环烷烃响应的正调控
GO:1901434	regulation of toluene catabolic process	甲苯分解代谢过程的调控
GO:1901435	negative regulation of toluene catabolic process	甲苯分解代谢过程的负调控
GO:1901436	positive regulation of toluene catabolic process	甲苯分解代谢过程的正调控
GO:1901441	poly(hydroxyalkanoate) biosynthetic process	聚羟基烷酸酯生物合成过程
GO:1901442	regulation of response to furfural	对糠醛响应的调控
GO:1901443	negative regulation of response to furfural	对糠醛响应的负调控
GO:1901444	positive regulation of response to furfural	对糠醛响应的正调控
GO:1901445	regulation of response to propan-1-ol	对丙-1-醇响应的调控
GO:1901446	negative regulation of response to propan-1-ol	对丙-1-醇响应的负调控
GO:1901447	positive regulation of response to propan-1-ol	对丙-1-醇响应的正调控
GO:1901448	regulation of response to butan-1-ol	对丁-1-醇响应的调控
GO:1901449	negative regulation of response to butan-1-ol	对丁-1-醇响应的负调控
GO:1901450	positive regulation of response to butan-1-ol	对丁-1-醇响应的正调控
GO:1901451	regulation of response to benzene	对苯响应的调控
GO:1901452	negative regulation of response to benzene	对苯响应的负调控
GO:1901453	positive regulation of response to benzene	对苯响应的正调控
GO:1901454	regulation of response to toluene	对甲苯响应的调控
GO:1901455	negative regulation of response to toluene	对甲苯响应的负调控
GO:1901456	positive regulation of response to toluene	对甲苯响应的正调控
GO:1901457	regulation of response to acetate	对乙酸响应的调控
GO:1901458	negative regulation of response to acetate	对乙酸响应的负调控
GO:1901459	positive regulation of response to acetate	对乙酸响应的正调控
GO:1901460	regulation of response to formic acid	对甲酸响应的调控
GO:1901461	negative regulation of response to formic acid	对甲酸响应的负调控
